|positive|,|@Tittch Just file me under *seduced* sweetie... |
|positive|,|@BroncMurphy  I agree people should be able to cohabitate with whomever they choose |
|positive|,|is twittering |


|negative|,|simplistic , silly and tedious .|
|negative|,|it's so laddish and juvenile , only teenage boys could possibly find it funny .|
|negative|,|exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable .|
|negative|,|[garbus] discards the potential for pathological study , exhuming instead , the skewed melodrama of the circumstantial situation .|
|negative|,|a visually flashy but narratively opaque and emotionally vapid exercise in style and mystification .|
|negative|,|the story is also as unoriginal as they come , already having been recycled more times than i'd care to count .|
|negative|,|about the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience's meat grinder one more time .|
|negative|,|not so much farcical as sour .|
|negative|,|unfortunately the story and the actors are served with a hack script .|
|negative|,|all the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject .|
|negative|,|a sentimental mess that never rings true .|
|negative|,|while the performances are often engaging , this loose collection of largely improvised numbers would probably have worked better as a one-hour tv documentary .|
|negative|,|interesting , but not compelling .|
|negative|,|on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire .|
|negative|,|while the ensemble player who gained notice in guy ritchie's lock , stock and two smoking barrels and snatch has the bod , he's unlikely to become a household name on the basis of his first starring vehicle .|
|negative|,|there is a difference between movies with the courage to go over the top and movies that don't care about being stupid|
|negative|,|nothing here seems as funny as it did in analyze this , not even joe viterelli as de niro's right-hand goombah .|
|negative|,|such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us || the skulls || and last year's || rollerball . || enough said , except : film overboard !|
|negative|,|here , common sense flies out the window , along with the hail of bullets , none of which ever seem to hit sascha .|
|negative|,|this 100-minute movie only has about 25 minutes of decent material .|
|negative|,|the execution is so pedestrian that the most positive comment we can make is that rob schneider actually turns in a pretty convincing performance as a prissy teenage girl .|
|negative|,|on its own , it's not very interesting . as a remake , it's a pale imitation .|
|negative|,|it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there's a little girl-on-girl action .|
|negative|,|a farce of a parody of a comedy of a premise , it isn't a comparison to reality so much as it is a commentary about our knowledge of films .|
|negative|,|as exciting as all this exoticism might sound to the typical pax viewer , the rest of us will be lulled into a coma .|
|negative|,|the party scenes deliver some tawdry kicks . the rest of the film . . . is dudsville .|
|negative|,|our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender � and i know this because i've seen 'jackass : the movie . '|
|negative|,|the criticism never rises above easy , cynical potshots at morally bankrupt characters . . .|
|negative|,|the movie's something-borrowed construction feels less the product of loving , well integrated homage and more like a mere excuse for the wan , thinly sketched story . killing time , that's all that's going on here .|
|negative|,|stupid , infantile , redundant , sloppy , over-the-top , and amateurish . yep , it's || waking up in reno . || go back to sleep .|
|negative|,|somewhere in the middle , the film compels , as demme experiments he harvests a few movie moment gems , but the field of roughage dominates .|
|negative|,|the action clich�s just pile up .|
|negative|,|payami tries to raise some serious issues about iran's electoral process , but the result is a film that's about as subtle as a party political broadcast .|
|negative|,|the only surprise is that heavyweights joel silver and robert zemeckis agreed to produce this ; i assume the director has pictures of them cavorting in ladies' underwear .|
|negative|,|another useless recycling of a brutal mid-'70s american sports movie .|
|negative|,|i didn't laugh . i didn't smile . i survived .|
|negative|,|please , someone , stop eric schaeffer before he makes another film .|
|negative|,|most of the problems with the film don't derive from the screenplay , but rather the mediocre performances by most of the actors involved|
|negative|,|. . . if you're just in the mood for a fun -- but bad -- movie , you might want to catch freaks as a matinee .|
|negative|,|curling may be a unique sport but men with brooms is distinctly ordinary .|
|negative|,|though the opera itself takes place mostly indoors , jacquot seems unsure of how to evoke any sort of naturalism on the set .|
|negative|,|there's no getting around the fact that this is revenge of the nerds revisited -- again .|
|negative|,|the effort is sincere and the results are honest , but the film is so bleak that it's hardly watchable .|
|negative|,|analyze that regurgitates and waters down many of the previous film's successes , with a few new swings thrown in .|
|negative|,|with flashbulb editing as cover for the absence of narrative continuity , undisputed is nearly incoherent , an excuse to get to the closing bout . . . by which time it's impossible to care who wins .|
|negative|,|stinks from start to finish , like a wet burlap sack of gloom .|
|negative|,|to the civilized mind , a movie like ballistic : ecks vs . sever is more of an ordeal than an amusement .|
|negative|,|equlibrium could pass for a thirteen-year-old's book report on the totalitarian themes of 1984 and farenheit 451 .|
|negative|,|the lack of naturalness makes everything seem self-consciously poetic and forced . . . it's a pity that [nelson's] achievement doesn't match his ambition .|
|negative|,|everything is off .|
|negative|,|when seagal appeared in an orange prison jumpsuit , i wanted to stand up in the theater and shout , 'hey , kool-aid ! '|
|negative|,|an easy watch , except for the annoying demeanour of its lead character .|
|negative|,|imagine the cleanflicks version of 'love story , ' with ali macgraw's profanities replaced by romance-novel platitudes .|
|negative|,|pc stability notwithstanding , the film suffers from a simplistic narrative and a pat , fairy-tale conclusion .|
|negative|,|forget the misleading title , what's with the unexplained baboon cameo ?|
|negative|,|an odd , haphazard , and inconsequential romantic comedy .|
|negative|,|though her fans will assuredly have their funny bones tickled , others will find their humor-seeking dollars best spent elsewhere .|
|negative|,|pascale bailly's rom-com provides am�lie's audrey tautou with another fabuleux destin -- i . e . , a banal spiritual quest .|
|negative|,|a static and sugary little half-hour , after-school special about interfaith understanding , stretched out to 90 minutes .|
|negative|,|watching the chemistry between freeman and judd , however , almost makes this movie worth seeing . almost .|
|negative|,|. . . a pretentious and ultimately empty examination of a sick and evil woman .|
|negative|,|the country bears has no scenes that will upset or frighten young viewers . unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either .|
|negative|,|the cumulative effect of watching this 65-minute trifle is rather like being trapped while some weird relative trots out the video he took of the family vacation to stonehenge . before long , you're desperate for the evening to end .|
|negative|,|the characters are never more than sketches . . . which leaves any true emotional connection or identification frustratingly out of reach .|
|negative|,|mattei's underdeveloped effort here is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from stock character camp -- a drowsy drama infatuated by its own pretentious self-examination .|
|negative|,|only in its final surprising shots does rabbit-proof fence find the authority it's looking for .|
|negative|,|isn't as sharp as the original . . . despite some visual virtues , 'blade ii' just doesn't cut it .|
|negative|,|. . . plays like a badly edited , 91-minute trailer ( and ) the director can't seem to get a coherent rhythm going . in fact , it doesn't even seem like she tried .|
|negative|,|maybe leblanc thought , || hey , the movie about the baseball-playing monkey was worse . |||
|negative|,|what you expect is just what you get . . . assuming the bar of expectations hasn't been raised above sixth-grade height .|
|negative|,|barry sonnenfeld owes frank the pug big time|
|negative|,|the biggest problem with roger avary's uproar against the mpaa is that , even in all its director's cut glory , he's made a film that's barely shocking , barely interesting and most of all , barely anything .|
|negative|,|so riddled with unanswered questions that it requires gargantuan leaps of faith just to watch it plod along .|
|negative|,|i approached the usher and said that if she had to sit through it again , she should ask for a raise .|
|negative|,|earnest but heavy-handed .|
|negative|,|if sinise's character had a brain his ordeal would be over in five minutes but instead the plot goes out of its way to introduce obstacles for him to stumble over .|
|negative|,|too slow for a younger crowd , too shallow for an older one .|
|negative|,|there's a reason the studio didn't offer an advance screening . || the adventures of pluto nash || is a big time stinker .|
|negative|,|a punch line without a premise , a joke built entirely from musty memories of half-dimensional characters .|
|negative|,|takes one character we don't like and another we don't believe , and puts them into a battle of wills that is impossible to care about and isn't very funny .|
|negative|,|the things this movie tries to get the audience to buy just won't fly with most intelligent viewers .|
|negative|,|even if the enticing prospect of a lot of nubile young actors in a film about campus depravity didn't fade amid the deliberate , tiresome ugliness , it would be rendered tedious by avary's failure to construct a story with even a trace of dramatic interest .|
|negative|,|sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .|
|negative|,|confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .|
|negative|,|deadly dull , pointless meditation on losers in a gone-to-seed hotel .|
|negative|,|with this new rollerball , sense and sensibility have been overrun by what can only be characterized as robotic sentiment .|
|negative|,|one can only assume that the jury who bestowed star hoffman's brother gordy with the waldo salt screenwriting award at 2002's sundance festival were honoring an attempt to do something different over actually pulling it off|
|negative|,|a movie more to be prescribed than recommended -- as visually bland as a dentist's waiting room , complete with soothing muzak and a cushion of predictable narrative rhythms .|
|negative|,|sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler . but never mind all that ; the boobs are fantasti|
|negative|,|the script covers huge , heavy topics in a bland , surfacey way that doesn't offer any insight into why , for instance , good things happen to bad people .|
|negative|,|a portrait of alienation so perfect , it will certainly succeed in alienating most viewers .|
|negative|,|the code talkers deserved better than a hollow tribute .|

|negative|,|slept for 11 hours.. had been awake since 5.30am yesterday..  and still i was late for the exam  gotta wake up at 5 tomoro onwards |
|negative|,|Almost finished with new moon.... If I didn't have to work tomorrow I would totally finish it tonight! Geez... |
|negative|,|Ok wonder why twitpix isn't an option for this new phone I got?! I can't win! I'll leave the photos to my cuz I guess... |
|negative|,|they usually make me Zzzz... but not today |
|negative|,|My Macbook just froze. Luckily I was able to take a screen shot of my paper and retyped the end of it. I submitted my paper 1 min. late. |
|negative|,|@rougeforever I've just been faffing  Actually, reading; which is work but doesn't feel productive.|
|negative|,|@thecampingforum if the forcasters are to be believed we'll be lucky of it lasts till this afternoon |
|negative|,|@babybazooka i do too...but it's hard |
|negative|,|@CherylTheLibr_n Thanks for the Rebuilders/Rebuilding tip.  She's trying to help her mom thru a divorce, and herself thru a breakup.  |
|negative|,|Left head phone has died this morning. 1 head phone to keep me company on my journey |
|negative|,|@meganh93 same it has been drizzling all day  if u are going to rain might as well pour.|
|negative|,|i cant sleep ugghhh |
|negative|,|just got to work and am so ravenous have eaten my gipton steak &amp; branston sarnies. Now I'll have to buy something for lunch!!   doh!|
|negative|,|New iphone, yay! Not restoring backup, no!  Stupid apple.|
|negative|,|A few catering gigs, very cool, getting ready for the normal week.  Working on Easter.  |
|negative|,|i cant sleep |
|negative|,|@hamporter I always walk by the annex hoping to see you, but instead I get the Nguyen family |
|negative|,|Know exactly how you feel man  re: http://ff.im/1XTN7|
|negative|,|im yellinq at ma mummyy  !! lol .. she is ANGRY AT MEE  !! |
|negative|,|I really don't want to go back to Chicago. I liked not hearing about bad politicians or Oprah, I hate Oprah.  Only 4 days left in the UK |
|negative|,|@CandiceNicolePR I haven't heard from you in while |
|negative|,|Still doing homework. |
|negative|,|@ShannaMoakler I'm afraid to fly too. I straight up REFUSE to get on a plane. It sucks because it REALLY limits where you can go |
|negative|,|Tony has changed so much. Why did he have to change? |
|negative|,|Feeling a bit better today, at least I can walk. I have NO idea what happened yesterday. On my way to school now... Ugh... |
|negative|,|Just about to leave for another exciting day at work |
|negative|,|@christieeee Aww, I'm so sorry dearyy |
|negative|,|Fuck la circulation ce mat1 |
|negative|,|Can't belive it.. We're home!! So sleepy 4 hrs today..  in Round Rock, TX http://loopt.us/GEtn1w|
|negative|,|I'm at disneyland again Ahaha! And i'm sad the pineapple stand is closed... I have 3 dollars |
|negative|,|Ok... so 2 hours into the self imposed shopping ban, and i am already aching for a shoe fix...this is going to be harder than i thought |
|negative|,|My whip cream is melting |
|negative|,|I was woken up by my mom. now i cant get to sleep. |
|negative|,|Lonely bed, no husband. |
|negative|,|Why is it that I have 46 followers, none of whom acknowledge me? |
|negative|,|Stupid m&amp;ms make my stomach hurt |
|negative|,|Best monday ever. Missed gossip girl.  Oh well. Spent time with BFF today! Wonderful Night! xoxo|
|negative|,|@pilvlp My luck I'd probably get stopped by a cop or something stupid!  |
|negative|,|Sitting at home and im very bored   keep hearing really weird noises downstairs. Kinda creepy|
|negative|,|Let us know how he's doing ok? |
|negative|,|@Kailuh Dis guy was talking about his brother's cock, and thats all I feel like talking about   EWWW  You can figure out the rest.|
|negative|,|my birthday today. feel so old |
|negative|,|@Amelia_Torode Have fun shopping ... but bear in mind the horrible forex truth  http://bit.ly/kHBN  |
|negative|,|ok my TWEET PEEP i must head to bed now...Got to take a test in Law tomorrow  ...is it summer yet?  anyway much love and HUGGERS|
|negative|,|working on my lab report that's due 2359hr tonight. |
|negative|,|I am awake now because of twitters! I was just dozing off. . . |
|negative|,|@jillglavan soooo disappointed your T.I. party is when I leave for Vegas. I was so jacked up when you first talked about it, now nothing |
|negative|,|@runawaystarling unfort, msn is a douche and a half to me |
|negative|,|i have to butting poop again |
|negative|,|@oinker_aida i agree! |
|negative|,|all these crazy pollen trees in Washington state are making my sinuses go crazy |
|negative|,|Stupid 3 year project! feels like you've conquered something then you realised it's only 1 year down |
|negative|,|@jdpeterson  hope you feel better. why cali?|
|negative|,|I need to go out but I am so lazy. |
|negative|,|@laurenlenewx awww i'm sorry |
|negative|,|Woo for three pages down and seven to go...why in heck do I procrastinate!  Goal #1 for Grad School DO NOT WAIT!!!!!|
|negative|,|morning all. So tired today, should've stayed in bed |
|negative|,|off to town. forgot to charge my phone so don't think it will last all day |
|negative|,|why must I be awake at this untimely hour |
|negative|,|i dont want to go to school tomorrow for an exam, after having one and a half weeks off |
|negative|,|@Kal_Penn The thing that sucks the most is that you were the one I was most excited for, even before I knew who the final team would be. |
|negative|,|I can't sleep.  It's too windy and scary out.|
|negative|,|@darylsws kids are on holidays |
|negative|,|summer camp or summer school?? Both are boarding lol. |
|negative|,|after 2am and i'm still sniffling and sneezing. can't sleep. morning is going to come way too early |
|negative|,|these guys who is Bill Gates's associates makes me feel like I know nothing!!! I don't even know my name now |
|negative|,|Oh no!!!!!!!!!!!!! @AzPPA just sent email for State convention...May 17-18 &amp; there was Papyrus all over it. Sad, b/c I wanted to attend! |
|negative|,|@pelf81 but work is demanding for so much more |
|negative|,|watching greek. cant believe its the last day ill see you guys.  june 20.... ahh.|
|negative|,|Is back at the cabbins  Ew!|
|negative|,|terrified by the news from Italy  http://tinyurl.com/dhdpne|
|negative|,|@lili_marlene Ohh that sux |
|negative|,|@brainiacmathew i know!  and im on spring break|
|negative|,|is extremely hungry |
|negative|,|It's going to be a loooooooooooooooooooooooooooooooonnnnnnngggggggg night at work |
|negative|,|@Jennchambless me neither and nobody is awake... NOBODY. I'm drunk and alone |
|negative|,|@dark_butterfly Not just you. I thought he looked paler, too  Probably from drama filming. Jun looks healthier than ever, though.|
|negative|,|.. sad to hear about the discovery of the little girl from Tracy. Her poor family |
|negative|,|just what am I supposed to think? |
|negative|,|Why do I keep working for places that DON'T do the Cycle2Work scheme. 15% disc at Halfauds is good enough. |
|negative|,|In office, doing irritating work for the worst client i've ever had. You cant choose your project if ur an employee.  |
|negative|,|at wye river.. It's really cold! This internet is really expensive |
|negative|,|Jammed my finger and it hurts really badly. |
|negative|,|DAMN- my PC has COMPLETELY given out  this sucks ...|
|negative|,|I just let my EverQuest 2 subscription lapse. Just don't play it anymore. Don't have the time |
|negative|,|had a flu shot at work, now my arm hurts |
|negative|,|@heidimontag I love the hills but I missed the show tonight |
|negative|,|@JesMayhemWA Still trying to sell the prelude? |
|negative|,|@katsun At this point, I'm trying to remain optimistic that it won't be as delayed as Live365 but it's getting harder each day |
|negative|,|Twitter is down? |
|negative|,|@Kal_Penn OMG I am so mad! You were my favorite character  I'll miss 'you'|
|negative|,|Wishes David Cook was coming to phoenix  trying to figure out a way to get to San diego on June 18th to see him.... I'm obsessed|
|negative|,|ill make fresh start.. i promise...    xtra sad puppy face...|
|negative|,|A beautiful morning - the sun is shining, the birds are singing, I've just been playing Mousetrap with the kids... damn, now work |
|negative|,|@AHolmes_NJ I was able to DownThemAll! before TA was able to delete my account. Didn't lose any photos, but I lost almost all comments |
|negative|,|@thisisguan |
|negative|,|Tuesday is a raining day, again |
|negative|,|Has a huge headache but gotta go to work |
|negative|,|@ACTinglikeamama Oh, you have a recipe for gyros? I developed an addiction in Germany, and haven't been able to find any I like in Aus. |
|negative|,|Still feel feckin arseholed...a sign of old age me thinks |
|negative|,|@SukottoXD I saw ice in the rain today. Not quite snow, but frozen water, nonetheless. |
|negative|,|@charp I was being all nerdy &amp; thinking they could help me with my Metropolitan Area Network |
|negative|,|tired but cant sleep............. |
|negative|,|@JBeauty lol   GOODNIGHT|
|negative|,|I'm laying in bed facing the wall and trying to relax but I'm hearing so many things plus the air conditioning sound is so louad |
|negative|,|Someone needs to give this baby a home!!! I would but it's a bit too soon  http://tinyurl.com/dzbppd|
|negative|,|In bed. Finally!  Long day tomorrow |
|negative|,|Cant sleep. Ugh. If this is going to be a trend i.ll need to find something to do with my wakeful night hours. Read? Learn a language? |
|negative|,|Airlie is  sick   and now Mason is sick Too. He is going to miss his school disco |
|negative|,|Our trip has been canceled. See the latest blog post for info  http://kiwinova.blogspot.com/|
|negative|,|Just saw 1 little and 1 huge stingray in foot-deep water off catseye beach at low tide. No turtles yet.  |
|negative|,|Have to update my picture cos I look old and fat.  Oh I am old and fat  playing badminton is not working on weight |
|negative|,|Just saw some snow flakes |
|negative|,|lol, honeybaby, i sound like a ny-quil commercial. that word only looks right with a green background. i want to sleep but i can't |
|negative|,|Feeling soree, bad idea to go running when your sick |
|negative|,|T___T need more sleep but my body wont let me  so i will draw instead  &lt;3|
|negative|,|@30SECONDSTOMARS: Thank's for your prayers, these days are very difficults |
|negative|,|@vanidosa27 What's wrong? why do you need an inhaler? I didn't even know you were sick  Hope you start feeling better|
|negative|,|@eri74 Goodmorning!  hahaha, let me guess .... CB? hahaha me not |
|negative|,|Doesn't know why, but is feeling very down. And a trip to the gym didn't help |
|negative|,|Computer/internet is hating me tonight... I swear. And I can't find my USB cord for my sidekick |
|negative|,|Taking Angus for a check-up today. I always quietly dread it but this time he's poorly so I know the lung function tests will be crap. |
|negative|,|@grahamcracker  If only you were working in the Melbourne Victoria Police Department or the Melbourne City Cabs. |
|negative|,|doing homework...  |
|negative|,|has realized that twitter is getting more attention from her mama then she is....hahaha  LAME!|
|negative|,|@m0nkfish Eww. Hershys kisses are ok, but not amazing |
|negative|,|whoa im super hungry  Life cereal w/granola &amp; raspberries is calling my name|
|negative|,|wants to go to easterfest |
|negative|,|Really let down by gossip girl...it's all I have to make my Mondays good and all they give are reruns... |
|negative|,|am trying to fit all my stuff in a tiny bag so i can take it on as hand luggage. dont think its gonna work |
|negative|,|@sunky being a grown up is horrid, isn't it |
|negative|,|@SEAF2009 I am strongly considering improvising. I missed last year I was so sick. |
|negative|,|@innocentdrinks COKE!? 20% minority stake? Really? Not April Fool? Can you give it back? So depressing. You were a favourite brand. Sad |
|negative|,|has just said goodbye to her hubby who is off globe trotting away |
|negative|,|@ChauV I has so many things to do |
|negative|,|@bkGirlFriday dude it snowed here today...cant imagine the weather in hawaii right now |
|negative|,|updating my myspace profile, i need more followers coz its a bit sad only to have one |
|negative|,|when you read my updates, blogspot, bulletin on myspace, etc. You could just figure it out on your own. I don't care |
|negative|,|@thelmarockz thelma I can't see shiz I see blank and me and u comments |
|negative|,|Back at :work, have to go to ::Zeist in a minute. But want to stay here to do some work |
|negative|,|I thought you could buy Silent Hill for the PSP on the PS Store? I can't find it anywhere? |
|negative|,|Doing my taxes. Not in the best mood because of this |
|negative|,|I am not a fan of sleeping alone  baby boo|
|negative|,|I NEVER THOUGHT THAT I COULD  HATE SOMBODY, BUT I REALLY HATE YOU �TOBE D....�, I ONLY GAVE YOU ALL OF MY LOVE AND YOU  PAY ME SO BAD! |
|negative|,|@tommcfly hey saw u guys play @ pushover..didn't get 2 meet u tho cuz of th HUGE line  i was very upset ='( lol..a msg would make up 4 it!|
|negative|,|Going to sleep now. Johnny just died on the OC. |
|negative|,|again with the fucked sleep... ive decided to go do homework instead |
|negative|,|@OscarTG Morning. No sun here unfortunately |
|negative|,|I need a holiday  only one day off this year.|
|negative|,|@stephenkruiser sorry to hear about your dog. |
|negative|,|@trash_kitten  solution will be found!|
|negative|,|Got to do Spanish revision today |
|negative|,|has a cold from playing outside yesterday |
|negative|,|why does stik-o have to be chocolate?! |
|negative|,|I need SIMS 3. Gaah! |
